CountryCode,Name
il,HaDarom
il,HaMerkaz
il,Yerushalayim
il,Tel Aviv
il,Hefa
in,West Bengal
in,Uttar Pradesh
in,Punjab
in,Madhya Pradesh
in,Karnataka
in,Maharashtra
in,Haryana
in,Uttarakhand
in,Andhra Pradesh
in,Tripura
in,Tamil Nadu
in,Jammu and Kashmir
in,Andaman and Nicobar Islands
in,Assam
in,Chhattisgarh
in,Rajasthan
in,Goa
in,Puducherry
in,Gujarat
in,Kerala
in,Arunachal Pradesh
in,Orissa
in,Himachal Pradesh
in,Bihar
in,Meghalaya
in,Nagaland
in,Manipur
in,Mizoram
in,Jharkhand
in,Delhi
in,Dadra and Nagar Haveli
in,Daman and Diu
in,Sikkim
in,Chandigarh
in,Lakshadweep
iq,As Sulaymaniyah
iq,Dhi Qar
iq,Maysan
iq,Diyala
iq,Baghdad
iq,Wasit
iq,Salah ad Din
iq,Al Qadisiyah
iq,Babil
iq,Karbala'
iq,An Najaf
iq,Al Muthanna
iq,Al Anbar
iq,Dahuk
iq,Ninawa
iq,Arbil
iq,Al Basrah
iq,At Ta'mim
ir,Zanjan
ir,Azarbayjan-e Bakhtari
ir,Yazd
ir,Khuzestan
ir,Esfahan
ir,Ardabil
ir,Tehran
ir,East Azarbaijan
ir,Bushehr
ir,Hormozgan
ir,Mazandaran
ir,Kerman
ir,Fars
ir,Kohkiluyeh va Buyer Ahmadi
ir,Khorasan
ir,Sistan va Baluchestan
ir,Chahar Mahall va Bakhtiari
ir,Kerman
ir,Mazandaran
ir,Qazvin
ir,Zanjan
ir,Markazi
ir,Markazi
ir,Lorestan
ir,Markazi
ir,Khorasan-e Razavi
ir,Hamadan
ir,Semnan
ir,Gilan
ir,Kordestan
ir,Bakhtaran
ir,Ilam
ir,Semnan Province
ir,Golestan
ir,Qom
ir,Zanjan
is,Skagafjardarsysla
is,Borgarfjardarsysla
is,Myrasysla
is,Rangarvallasysla
is,Eyjafjardarsysla
is,Kjosarsysla
is,Vestur-Isafjardarsysla
is,Strandasysla
is,Gullbringusysla
is,Austur-Hunavatnssysla
is,Austur-Skaftafellssysla
is,Nordur-Mulasysla
is,Sudur-Mulasysla
is,Vestur-Bardastrandarsysla
is,Snafellsnes- og Hnappadalssysla
is,Arnessysla
is,Vestur-Hunavatnssysla
is,Sudur-Tingeyjarsysla
is,Vestur-Skaftafellssysla
is,Nordur-Tingeyjarsysla
it,Toscana
it,Veneto
it,Campania
it,Marche
it,Piemonte
it,Lombardia
it,Sardegna
it,Abruzzi
it,Emilia-Romagna
it,Trentino-Alto Adige
it,Umbria
it,Basilicata
it,Puglia
it,Sicilia
it,Lazio
it,Liguria
it,Calabria
it,Molise
it,Friuli-Venezia Giulia
it,Valle d'Aosta
jm,Saint Ann
jm,Saint Elizabeth
jm,Hanover
jm,Westmoreland
jm,Trelawny
jm,Manchester
jm,Saint James
jm,Saint Andrew
jm,Saint Thomas
jm,Saint Mary
jm,Portland
jm,Clarendon
jm,Saint Catherine
jm,Kingston
jo,At Tafilah
jo,Al Karak
jo,Al Balqa'
jo,Amman
jo,Al Aqabah
jp,Okinawa
jp,Nagasaki
jp,Hokkaido
jp,Tokushima
jp,Mie
jp,Kanagawa
jp,Chiba
jp,Hyogo
jp,Yamaguchi
jp,Aomori
jp,Miyazaki
jp,Shizuoka
jp,Shimane
jp,Fukushima
jp,Okayama
jp,Shiga
jp,Kagoshima
jp,Hiroshima
jp,Tottori
jp,Akita
jp,Nagano
jp,Fukui
jp,Saitama
jp,Wakayama
jp,Kochi
jp,Iwate
jp,Miyagi
jp,Niigata
jp,Gumma
jp,Aichi
jp,Toyama
jp,Kumamoto
jp,Kagawa
jp,Ehime
jp,Tokyo
jp,Fukuoka
jp,Tochigi
jp,Yamagata
jp,Saga
jp,Oita
jp,Gifu
jp,Ishikawa
jp,Nara
jp,Ibaraki
jp,Kyoto
jp,Yamanashi
jp,Osaka
ke,Coast
ke,Nyanza
ke,Rift Valley
ke,Western
ke,North-Eastern
ke,Eastern
ke,Nairobi Area
ke,Central
kg,Jalal-Abad
kg,Naryn
kg,Osh
kg,Chuy
kg,Ysyk-Kol
kg,Bishkek
kg,Talas
kg,Batken
kh,Siem Reap
kh,Kracheh
kh,Kampong Thum
kh,Kampong Chhnang
kh,Kampong Cham
kh,Kampong Speu
kh,Takeo
kh,Batdambang
kh,Prey Veng
kh,Ratanakiri Kiri
kh,Svay Rieng
kh,Koh Kong
kh,Pursat
kh,Phnum Penh
kh,Mondulkiri
kh,Stung Treng
kh,Kampot
kh,Banteay Meanchey
kh,Preah Vihear
kh,Kandal
km,Anjouan
km,Moheli
km,Grande Comore
kn,Saint George Gingerland
kn,Saint James Windward
kn,Saint Thomas Lowland
kn,Saint George Basseterre
kn,Saint John Figtree
kn,Saint Peter Basseterre
kn,Saint John Capisterre
kn,Christ Church Nichola Town
kn,Trinity Palmetto Point
kn,Saint Anne Sandy Point
kn,Saint Mary Cayon
kn,Saint Thomas Middle Island
kn,Saint Paul Capisterre
kp,P'yongan-namdo
kp,P'yongan-bukto
kp,P'yongyang-si
kp,Kangwon-do
kp,Hwanghae-bukto
kp,Hamgyong-namdo
kp,Chagang-do
kp,Hamgyong-bukto
kp,Hwanghae-namdo
kp,Namp'o-si
kp,Kaesong-si
kp,Yanggang-do
kp,Najin Sonbong-si
kr,Ch'ungch'ong-bukto
kr,Kangwon-do
kr,Ch'ungch'ong-namdo
kr,Kyongsang-bukto
kr,Cholla-namdo
kr,Kyonggi-do
kr,Cheju-do
kr,Cholla-bukto
kr,Seoul-t'ukpyolsi
kr,Kyongsang-namdo
kr,Taegu-jikhalsi
kr,Pusan-jikhalsi
kr,Kwangju-jikhalsi
kr,Ulsan-gwangyoksi
kr,Inch'on-jikhalsi
kr,Taejon-jikhalsi
kw,Al Kuwayt
kw,Al Jahra
kz,Almaty
kz,South Kazakhstan
kz,North Kazakhstan
kz,Pavlodar
kz,Qaraghandy
kz,Qyzylorda
kz,East Kazakhstan
kz,Aqmola
kz,Aqtobe
kz,Qostanay
kz,West Kazakhstan
kz,Atyrau
kz,Zhambyl
kz,Astana
kz,Mangghystau
kz,Almaty City
kz,Bayqonyr
la,Savannakhet
la,Phongsali
la,Saravan
la,Houaphan
la,Attapu
la,Champasak
la,Louangphrabang
la,Oudomxai
la,Xiangkhoang
la,Vientiane
la,Xaignabouri
la,Khammouan
lb,Liban-Nord
lb,Al Janub
lb,Beyrouth
lb,Mont-Liban
lb,Beqaa
lb,Liban-Sud
lc,Micoud
lc,Laborie
lc,Dennery
lc,Anse-la-Raye
lc,Vieux-Fort
lc,Castries
lc,Soufriere
lc,Gros-Islet
lc,Choiseul
lc,Dauphin
lc,Praslin
li,Balzers
li,Gamprin
li,Planken
li,Vaduz
li,Eschen
li,Triesenberg
li,Schellenberg
li,Mauren
li,Ruggell
li,Schaan
li,Triesen
lk,North Western
lk,Southern
lk,Central
lk,Sabaragamuwa
lk,North Central
lk,Western
lk,Uva
lr,Nimba
lr,Grand Bassa
lr,Lofa
lr,Bong
lr,Montserrado
lr,Margibi
lr,Sino
lr,River Cess
lr,Grand Cape Mount
lr,Maryland
lr,Grand Cape Mount
lr,Gbarpolu
lr,River Gee
lr,Grand Gedeh
lr,Lofa
ls,Maseru
ls,Quthing
ls,Mafeteng
ls,Berea
ls,Mohales Hoek
ls,Thaba-Tseka
ls,Butha-Buthe
ls,Leribe
ls,Qachas Nek
ls,Mokhotlong
lt,Panevezio Apskritis
lt,Telsiu Apskritis
lt,Klaipedos Apskritis
lt,Vilniaus Apskritis
lt,Siauliu Apskritis
lt,Taurages Apskritis
lt,Marijampoles Apskritis
lt,Utenos Apskritis
lt,Alytaus Apskritis
lt,Kauno Apskritis
lu,Luxembourg
lu,Grevenmacher
lu,Diekirch
lv,Madonas
lv,Kuldigas
lv,Daugavpils
lv,Tukuma
lv,Ventspils
lv,Dobeles
lv,Liepajas
lv,Balvu
lv,Saldus
lv,Bauskas
lv,Limbazu
lv,Ludzas
lv,Cesu
lv,Jekabpils
lv,Aluksnes
lv,Rezeknes
lv,Rigas
lv,Ogres
lv,Kraslavas
lv,Gulbenes
lv,Riga
lv,Preilu
lv,Aizkraukles
lv,Talsu
lv,Jelgavas
lv,Valkas
lv,Valmieras
lv,Liepaja
lv,Ventspils
lv,Daugavpils
lv,Rezekne
ly,Yafran
ly,Tarabulus
ly,An Nuqat al Khams
ly,Al Aziziyah
ly,Az Zawiyah
ly,Misratah
ly,Gharyan
ly,Tubruq
ly,Tarhunah
ly,Ash Shati'
ly,Ajdabiya
ly,Murzuq
ly,Al Jabal al Akhdar
ly,Ghadamis
ly,Awbari
ly,Al Khums
ly,Al Kufrah
ly,Al Fatih
ly,Banghazi
ly,Zlitan
ly,Al Jufrah
ly,Sawfajjin
ly,Darnah
ly,Sabha
ly,Surt
md,Gagauzia
mg,Antananarivo
mg,Mahajanga
mg,Toliara
mg,Fianarantsoa
mg,Antsiranana
mg,Toamasina
mk,Petrovec
mk,Bogovinje
mk,Lozovo
mk,Rostusa
mk,Staro Nagoricane
mk,Gevgelija
mk,Srbinovo
mk,Orasac
mk,Valandovo
mk,Ilinden
mk,Ohrid
mk,Sveti Nikole
mk,Lipkovo
mk,Zitose
mk,Studenicani
mk,Krivogastani
mk,Radovis
mk,Dobrusevo
mk,Rankovce
mk,Topolcani
mk,Kriva Palanka
mk,Zajas
mk,Vitoliste
mk,Debar
mk,Bosilovo
mk,Dzepciste
mk,Vasilevo
mk,Star Dojran
mk,Saraj
mk,Aracinovo
mk,Oslomej
mk,Miravci
mk,Belcista
mk,Karbinci
mk,Krusevo
mk,Kondovo
mk,Resen
mk,Lukovo
mk,Vranestica
mk,Negotino-Polosko
mk,Stip
mk,Sopotnica
mk,Orizari
mk,Veles
mk,Bac
mk,Zelenikovo
mk,Novo Selo
mk,Strumica
mk,Mavrovi Anovi
mk,Novaci
mk,Gostivar
mk,Cucer-Sandevo
mk,Demir Kapija
mk,Oblesevo
mk,Caska
mk,Murtino
mk,Demir Hisar
mk,Probistip
mk,Makedonski Brod
mk,Karpos
mk,Bistrica
mk,Sopiste
mk,Kumanovo
mk,Kavadarci
mk,Prilep
mk,Kocani
mk,Samokov
mk,Klecevce
mk,Dolneni
mk,Dolna Banjica
mk,Vratnica
mk,Mogila
mk,Berovo
mk,Brvenica
mk,Makedonska Kamenica
mk,Sipkovica
mk,Delogozdi
mk,Delcevo
mk,Vinica
mk,Bogomila
mk,Bitola
mk,Blatec
mk,Cegrane
mk,Kratovo
mk,Bogdanci
mk,Konopiste
mk,Zelino
mk,Labunista
mk,Suto Orizari
mk,Tearce
mk,Vrutok
mk,Staravina
mk,Negotino
mk,Drugovo
mk,Zletovo
mk,Pehcevo
mk,Cesinovo
mk,Capari
mk,Kukurecani
mk,Vrapciste
mk,Rosoman
mk,Velesta
mk,Konce
mk,Gradsko
mk,Kosel
mk,Kisela Voda
mk,Jegunovce
mk,Plasnica
mk,Kamenjane
mk,Izvor
mk,Struga
mk,Podares
mk,Tetovo
mk,Meseista
mk,Vevcani
mk,Zrnovci
mk,Kicevo
mk,Kuklis
ml,Koulikoro
ml,Mopti
ml,Kayes
ml,Tombouctou
ml,Segou
ml,Sikasso
ml,Bamako
ml,Gao
ml,Kidal
mm,Pegu
mm,Mon State
mm,Kachin State
mm,Rakhine State
mm,Yangon
mm,Irrawaddy
mm,Tenasserim
mm,Karan State
mm,Sagaing
mm,Magwe
mm,Chin State
mm,Shan State
mm,Mandalay
mm,Kayah State
mn,Dornogovi
mn,Omnogovi
mn,Dundgovi
mn,Dzavhan
mn,Tov
mn,Suhbaatar
mn,Bulgan
mn,Arhangay
mn,Govisumber
mn,Hentiy
mn,Bayan-Olgiy
mn,Dornod
mn,Hovsgol
mn,Govi-Altay
mn,Hovd
mn,Selenge
mn,Bayanhongor
mn,Ulaanbaatar
mn,Ovorhangay
mn,Uvs
mn,Darhan-Uul
mn,Orhon
mo,Ilhas
mr,Brakna
mr,Hodh Ech Chargui
mr,Gorgol
mr,Assaba
mr,Guidimaka
mr,Adrar
mr,Hodh El Gharbi
mr,Tiris Zemmour
mr,Inchiri
mr,Trarza
mr,Dakhlet Nouadhibou
mr,Tagant
ms,Saint Anthony
ms,Saint Peter
ms,Saint Georges
mu,Port Louis
mu,Black River
mu,Moka
mu,Riviere du Rempart
mu,Pamplemousses
mu,Rodrigues
mu,Grand Port
mu,Flacq
mu,Plaines Wilhems
mu,Savanne
mv,Seenu
mv,Maale
mw,Nkhotakota
mw,Rumphi
mw,Mzimba
mw,Lilongwe
mw,Ntchisi
mw,Salima
mw,Mchinji
mw,Chitipa
mw,Ntcheu
mw,Dowa
mw,Kasungu
mw,Zomba
mw,Nsanje
mw,Chikwawa
mw,Thyolo
mw,Dedza
mw,Balaka
mw,Mangochi
mw,Machinga
mw,Nkhata Bay
mw,Chiradzulu
mw,Blantyre
mw,Karonga
mw,Phalombe
mw,Mwanza
mw,Mulanje
mx,Michoacan de Ocampo
mx,Chihuahua
mx,Veracruz-Llave
mx,Yucatan
mx,Quintana Roo
mx,Sonora
mx,Tlaxcala
mx,Chiapas
mx,Coahuila de Zaragoza
mx,Durango
mx,Guanajuato
mx,Nuevo Leon
mx,Oaxaca
mx,Tabasco
mx,Tamaulipas
mx,Guerrero
mx,Baja California
mx,Campeche
mx,Nayarit
mx,Puebla
mx,Sinaloa
mx,Aguascalientes
mx,San Luis Potosi
mx,Zacatecas
mx,Mexico
mx,Jalisco
mx,Hidalgo
mx,Morelos
mx,Colima
mx,Queretaro de Arteaga
mx,Baja California Sur
mx,Distrito Federal
my,Sarawak
my,Sabah
my,Melaka
my,Perlis
my,Negeri Sembilan
my,Kedah
my,Johor
my,Perak
my,Pulau Pinang
my,Terengganu
my,Kelantan
my,Pahang
my,Kuala Lumpur
my,Selangor
my,Labuan
mz,Maputo
mz,Nampula
mz,Zambezia
mz,Niassa
mz,Cabo Delgado
mz,Gaza
mz,Inhambane
mz,Manica
mz,Tete
mz,Sofala
na,Hardap
na,Otjozondjupa
na,Karas
na,Omusati
na,Oshana
na,Kunene
na,Erongo
na,Oshikoto
na,Omaheke
na,Caprivi
na,Okavango
na,Ohangwena
na,Windhoek
ne,Niamey
ne,Diffa
ne,Tahoua
ne,Agadez
ne,Zinder
ne,Dosso
ne,Maradi
ne,Niamey
ng,Benue
ng,Nassarawa
ng,Kaduna
ng,Oyo
ng,Adamawa
ng,Osun
ng,Borno
ng,Bauchi
ng,Ogun
ng,Anambra
ng,Yobe
ng,Lagos
ng,Delta
ng,Enugu
ng,Federal Capital Territory
ng,Kogi
ng,Taraba
ng,Akwa Ibom
ng,Ebonyi
ng,Imo
ng,Jigawa
ng,Kwara
ng,Abia
ng,Gombe
ng,Cross River
ng,Katsina
ng,Sokoto
ng,Niger
ng,Zamfara
ng,Edo
ng,Kano
ng,Kebbi
ng,Ekiti
ng,Bayelsa
ng,Plateau
ng,Ondo
ng,Rivers
ni,Leon
ni,Chontales
ni,Managua
ni,Autonoma Atlantico Norte
ni,Granada
ni,Matagalpa
ni,Boaco
ni,Carazo
ni,Chinandega
ni,Rio San Juan
ni,Rivas
ni,Masaya
ni,Jinotega
ni,Nueva Segovia
ni,Region Autonoma Atlantico Sur
ni,Madriz
ni,Esteli
nl,Drenthe
nl,Zuid-Holland
nl,Overijssel
nl,Noord-Holland
nl,Zeeland
nl,Limburg
nl,Noord-Brabant
nl,Gelderland
nl,Friesland
nl,Groningen
nl,Utrecht
nl,Flevoland
no,Nordland
no,Sor-Trondelag
no,Troms
no,Vestfold
no,Hedmark
no,Hordaland
no,Vest-Agder
no,More og Romsdal
no,Telemark
no,Buskerud
no,Rogaland
no,Aust-Agder
no,Oppland
no,Sogn og Fjordane
no,Akershus
no,Nord-Trondelag
no,Ostfold
no,Finnmark
no,Oslo
nz,Wellington
nz,West Coast
nz,Canterbury
nz,Otago
nz,Auckland
nz,Gisborne
nz,Hawke's Bay
nz,Taranaki
nz,Marlborough
nz,Nelson
nz,Waikato
nz,Southland
nz,Bay of Plenty
nz,Manawatu-Wanganui
om,Al Batinah
om,Az Zahirah
om,Ash Sharqiyah
om,Masqat
om,Musandam
om,Zufar
pa,Los Santos
pa,Darien
pa,Chiriqui
pa,Colon
pa,Veraguas
pa,San Blas
pa,Bocas del Toro
pa,Herrera
pa,Panama
pa,Cocle
pe,Ancash
pe,Apurimac
pe,Arequipa
pe,Ica
pe,Cusco
pe,Lambayeque
pe,Ucayali
pe,La Libertad
pe,Ayacucho
pe,Lima
pe,Puno
pe,Junin
pe,Tumbes
pe,Tacna
pe,Cajamarca
pe,Huancavelica
pe,Moquegua
pe,Amazonas
pe,Huanuco
pe,San Martin
pe,Piura
pe,Loreto
pe,Pasco
pe,Madre de Dios
pe,Callao
pg,Eastern Highlands
pg,Madang
pg,Milne Bay
pg,Western
pg,Central
pg,Sandaun
pg,East Sepik
pg,West New Britain
pg,Southern Highlands
pg,Northern
pg,Gulf
pg,Western Highlands
pg,Morobe
pg,Chimbu
pg,East New Britain
pg,North Solomons
pg,Enga
pg,Manus
pg,New Ireland
pg,National Capital
ph,Pangasinan
ph,Cebu
ph,Samar
ph,Camarines Sur
ph,Iloilo
ph,Ilocos Norte
ph,Antique
ph,Bohol
ph,Cagayan
ph,Eastern Samar
ph,Davao
ph,Leyte
ph,Masbate
ph,Negros Occidental
ph,Nueva Vizcaya
ph,Romblon
ph,South Cotabato
ph,Ilocos Sur
ph,Quezon
ph,Lanao del Norte
ph,North Cotabato
ph,Surigao del Sur
ph,Iligan
ph,Southern Leyte
ph,Tarlac
ph,Bukidnon
ph,Mindoro Occidental
ph,Palawan
ph,Abra
ph,Bulacan
ph,Capiz
ph,Nueva Ecija
ph,Sorsogon
ph,Benguet
ph,Northern Samar
ph,Quirino
ph,Isabela
ph,Kalinga-Apayao
ph,Mountain
ph,Albay
ph,Batangas
ph,Catanduanes
ph,Negros Oriental
ph,Ifugao
ph,Misamis Oriental
ph,Laguna
ph,Zamboanga del Sur
ph,Camiguin
ph,Negros Occidental
ph,Bataan
ph,Lanao del Sur
ph,Basilan
ph,La Union
ph,Camarines Norte
ph,Caloocan
ph,Legaspi
ph,Calbayog
ph,Agusan del Norte
ph,Pampanga
ph,Mindoro Oriental
ph,Sulu
ph,Cebu City
ph,Roxas
ph,Misamis Occidental
ph,Aklan
ph,Maguindanao
ph,Dumaguete
ph,Surigao del Norte
ph,Ormoc
ph,Davao del Sur
ph,Zambales
ph,Agusan del Sur
ph,Lapu-Lapu
ph,Marinduque
ph,Rizal
ph,Butuan
ph,Cagayan de Oro
ph,Pasay
ph,Sultan Kudarat
ph,Davao City
ph,Cavite
ph,Iloilo City
ph,Silay
ph,Pagadian
ph,Trece Martires
ph,Quezon City
ph,Siquijor
ph,Cotabato
ph,Angeles
ph,Toledo
ph,San Carlos
ph,Lipa
ph,Davao Oriental
ph,Tacloban
ph,Tawitawi
ph,Zamboanga del Norte
ph,Zamboanga
ph,Bacolod
ph,Marawi
ph,Aurora
ph,Ozamis
ph,Danao
ph,Bago
ph,Cabanatuan
ph,Baguio
ph,Tangub
ph,Naga
ph,Olongapo
ph,San Pablo
ph,Oroquieta
ph,Manila
ph,San Juan
ph,General Santos
ph,Dapitan
ph,Canlaon
ph,Dagupan
ph,Batanes
ph,Batangas City
ph,Dipolog
ph,Tagbilaran
ph,Cadiz
ph,Mandaue
ph,Cavite City
ph,Tagaytay
ph,Gingoog
ph,Iriga
ph,Paranaque
ph,La Carlota
ph,Laoag
ph,Lucena
ph,Malaybalay
ph,Palayan
ph,Puerto Princesa
ph,Surigao
pk,Punjab
pk,Sindh
pk,Balochistan
pk,North-West Frontier
pk,Northern Areas
pk,Federally Administered Tribal Areas
pk,Azad Kashmir
pk,Islamabad
pl,Zachodniopomorskie
pl,Swietokrzyskie
pl,Lodzkie
pl,Warminsko-Mazurskie
pl,Malopolskie
pl,Mazowieckie
pl,Podlaskie
pl,Podkarpackie
pl,Lubuskie
pl,Dolnoslaskie
pl,Lubelskie
pl,Pomorskie
pl,Kujawsko-Pomorskie
pl,Wielkopolskie
pl,Slaskie
pl,Opolskie
pt,Braga
pt,Vila Real
pt,Santarem
pt,Leiria
pt,Lisboa
pt,Braganca
pt,Viana do Castelo
pt,Portalegre
pt,Setubal
pt,Azores
pt,Viseu
pt,Porto
pt,Aveiro
pt,Castelo Branco
pt,Faro
pt,Coimbra
pt,Madeira
pt,Beja
pt,Guarda
pt,Evora
py,Cordillera
py,Alto Parana
py,Caazapa
py,Boqueron
py,Paraguari
py,Amambay
py,Alto Paraguay
py,Canindeyu
py,Concepcion
py,Misiones
py,Caaguazu
py,Neembucu
py,Itapua
py,Central
py,San Pedro
py,Presidente Hayes
py,Guaira
qa,Madinat ach Shamal
qa,Ad Dawhah
qa,Umm Salal
qa,Al Khawr
qa,Al Jumaliyah
qa,Al Wakrah Municipality
ro,Ilfov
ro,Giurgiu
ro,Bihor
ro,Caras-Severin
ro,Mehedinti
ro,Vaslui
ro,Tulcea
ro,Constanta
ro,Mures
ro,Harghita
ro,Alba
ro,Arad
ro,Hunedoara
ro,Satu Mare
ro,Sibiu
ro,Maramures
ro,Brasov
ro,Cluj
ro,Teleorman
ro,Dambovita
ro,Dolj
ro,Suceava
ro,Botosani
ro,Iasi
ro,Arges
ro,Buzau
ro,Timis
ro,Neamt
ro,Bacau
ro,Braila
ro,Salaj
ro,Covasna
ro,Bistrita-Nasaud
ro,Calarasi
ro,Gorj
ro,Ialomita
ro,Olt
ro,Valcea
ro,Prahova
ro,Vrancea
ro,Bucuresti
ro,Galati
ru,Moskva
ru,Karelia
ru,Sakha
ru,Altaisky krai
ru,Ivanovo
ru,Kostroma
ru,Nizhegorod
ru,Tver'
ru,Vladimir
ru,Perm'
ru,Adygeya
ru,Chita
ru,Taymyr
ru,Kemerovo
ru,Udmurt
ru,Khakass
ru,Vologda
ru,Omsk
ru,Orenburg
ru,Irkutsk
ru,Krasnoyarsk
ru,Sverdlovsk
ru,Tambovskaya oblast
ru,Arkhangel'sk
ru,Novosibirsk
ru,Ryazan'
ru,Tula
ru,Rostov
ru,Yaroslavl'
ru,Tatarstan
ru,Tyumen'
ru,Penza
ru,Saratov
ru,Chuvashia
ru,Komi
ru,Bryansk
ru,Samara
ru,Mariy-El
ru,Leningrad
ru,Kirov
ru,Gorno-Altay
ru,Dagestan
ru,Kabardin-Balkar
ru,Amur
ru,North Ossetia
ru,Karachay-Cherkess
ru,Krasnodar
ru,Lipetsk
ru,Smolensk
ru,Kaliningrad
ru,Bashkortostan
ru,Chelyabinsk
ru,Ul'yanovsk
ru,Stavropol'
ru,Kurgan
ru,Astrakhan'
ru,Volgograd
ru,Kalmyk
ru,Kaluga
ru,Magadan
ru,Pskov
ru,Orel
ru,Primor'ye
ru,Belgorod
ru,Buryat
ru,Tomsk
ru,Murmansk
ru,Sakhalin
ru,Voronezh
ru,Novgorod
ru,Mordovia
ru,Kamchatka
ru,Khabarovsk
ru,Koryak
ru,Chukot
ru,Khanty-Mansiy
ru,Kursk
ru,Aginsky Buryatsky AO
ru,Tuva
ru,Nenets
ru,Evenk
ru,Yevrey
ru,Yamal-Nenets
ru,Saint Petersburg City
ru,Moscow City
rw,Kigali
rw,Butare
rw,Kibungo
rw,Gitarama
sa,Makkah
sa,Ar Riyad
sa,Ha'il
sa,Al Hudud ash Shamaliyah
sa,Jizan
sa,Ash Sharqiyah
sa,Al Madinah
sa,Al Qasim
sa,Al Bahah
sa,Tabuk
sa,Al Jawf
sb,Makira
sc,Beau Vallon
sd,Bahr al Ghazal
sd,River Nile
sd,Darfur
sd,Kurdufan
sd,Al Wusta
sd,Ash Shamaliyah
sd,Ash Sharqiyah
sd,Al Istiwa'iyah
sd,Al Khartum
sd,Northern Darfur
sd,Central Equatoria State
sd,Al Wahadah State
sd,Kassala
sd,Southern Kordofan
sd,Upper Nile
sd,Southern Darfur
se,Vasternorrlands Lan
se,Vastra Gotaland
se,Norrbottens Lan
se,Vasterbottens Lan
se,Skane Lan
se,Kalmar Lan
se,Jamtlands Lan
se,Kronobergs Lan
se,Ostergotlands Lan
se,Stockholms Lan
se,Dalarnas Lan
se,Blekinge Lan
se,Gavleborgs Lan
se,Sodermanlands Lan
se,Vastmanlands Lan
se,Varmlands Lan
se,Hallands Lan
se,Orebro Lan
se,Uppsala Lan
se,Jonkopings Lan
se,Gotlands Lan
si,Bohinj Commune
si,Brezovica Commune
sk,Kosice
sk,Banska Bystrica
sk,Nitra
sk,Trnava
sk,Presov
sk,Zilina
sk,Bratislava
sk,Trencin
sl,Western Area
sl,Northern
sl,Eastern
sl,Southern
sm,Acquaviva
sm,Chiesanuova
sm,San Marino
sm,Serravalle
sn,Dakar
sn,Diourbel
sn,Kolda
sn,Ziguinchor
sn,Thies
sn,Fatick
sn,Kaolack
sn,Tambacounda
sn,Louga
sn,Matam
sn,Saint-Louis
so,Bay
so,Shabeellaha Hoose
so,Bakool
so,Hiiraan
so,Gedo
so,Bari
so,Galguduud
so,Mudug
so,Woqooyi Galbeed
so,Jubbada Dhexe
so,Shabeellaha Dhexe
so,Jubbada Hoose
so,Nugaal
so,Sanaag
so,Banaadir
sr,Brokopondo
sr,Sipaliwini
sr,Marowijne
sr,Para
sr,Commewijne
sr,Saramacca
sr,Nickerie
sr,Coronie
sr,Wanica
sr,Paramaribo
st,Sao Tome
st,Principe
sv,Sonsonate
sv,Morazan
sv,San Vicente
sv,La Union
sv,San Salvador
sv,Chalatenango
sv,La Libertad
sv,Cabanas
sv,Cuscatlan
sv,Usulutan
sv,Ahuachapan
sv,Santa Ana
sv,San Miguel
sv,La Paz
sy,Al Hasakah
sy,Ar Raqqah
sy,Tartus
sy,Rif Dimashq
sy,Hims
sy,Idlib
sy,Hamah
sy,Halab
sy,Al Qunaytirah
sy,Dar
sy,As Suwayda'
sy,Al Ladhiqiyah
sy,Dayr az Zawr
sy,Dimashq
sz,Lubombo
sz,Hhohho
sz,Manzini
sz,Shiselweni
td,Ouaddai
td,Biltine
td,Batha
td,Mayo-Kebbi
td,Chari-Baguirmi
td,Guera
td,Salamat
td,Kanem
td,Logone Occidental
td,Lac
td,Borkou-Ennedi-Tibesti
td,Tandjile
td,Moyen-Chari
td,Logone Oriental
tg,Plateaux
tg,Kara
tg,Savanes
tg,Centrale
tg,Maritime
th,Trat
th,Chiang Mai
th,Nan
th,Prachin Buri
th,Krabi
th,Sakon Nakhon
th,Nakhon Phanom
th,Amnat Charoen
th,Samut Songkhram
th,Nakhon Sawan
th,Kanchanaburi
th,Ubon Ratchathani
th,Chumphon
th,Chachoengsao
th,Sa Kaeo
th,Roi Et
th,Narathiwat
th,Pattani
th,Chaiyaphum
th,Kalasin
th,Chon Buri
th,Sukhothai
th,Surat Thani
th,Phra Nakhon Si Ayutthaya
th,Nonthaburi
th,Samut Prakan
th,Ang Thong
th,Krung Thep
th,Phitsanulok
th,Nakhon Pathom
th,Phichit
th,Ratchaburi
th,Suphan Buri
th,Sing Buri
th,Prachuap Khiri Khan
th,Lamphun
th,Rayong
th,Ubon Ratchathani
th,Chai Nat
th,Buriram
th,Phetchaburi
th,Tak
th,Phayao
th,Lop Buri
th,Saraburi
th,Nakhon Nayok
th,Yala
th,Nakhon Ratchasima
th,Samut Sakhon
th,Khon Kaen
th,Uthai Thani
th,Nong Khai
th,Maha Sarakham
th,Lampang
th,Songkhla
th,Nakhon Si Thammarat
th,Loei
th,Chiang Rai
th,Surin
th,Phetchabun
th,Phrae
th,Phangnga
th,Uttaradit
th,Sisaket
th,Trang
th,Kamphaeng Phet
th,Phuket
th,Mukdahan
th,Yasothon
th,Phatthalung
th,Pathum Thani
th,Chanthaburi
th,Mae Hong Son
th,Ranong
th,Udon Thani
th,Satun
